state,StateAbbreviation,StateFIPS,election,year,wave,OVERALLINTEGRITY,PEIIndexp,PEIIndexi,ratingstate,ratingcountry,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,laws,lawsi,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,proceduresi,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundariesi,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,votereg,voteregi,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,partyreg,partyregi,MEDIACOVERAGE,newspapers,tv,tv2,fairaccess,faircoverage,socialmedia,media,mediai,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,finance,financei,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,postal,disabled,expats,internet,voting,votingi,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,counti,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,results,resultsi,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,EMBs,EMBsi,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,police,electoralauth,BACKGROUND,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,rep,candidate,activist,official,monitor,monitorint,ngo,voted,norole,citizen,supported,leftrightscale,partyid,difficulty,VIGNETTES,vignetteA,vignetteB,vignetteC,EXTRA,rigged,rigged2,machinesaccurate,recordssecure,waited,waited2,multiple,multiple2,regrestrictive,regrestrictive2,obsintimidate,obsintimidate2,popularwill,timely,disinformation,disinformation2,hack,hack2,meddle,meddle2,countdispute,countdispute2,illegalvote,illegalvote2,legalcount,votersuppress,votersuppress2,design,candidatethreat,candidatethreat2,sufficient,audit,SUBFIELD,elections,ampol,statepol,comparative,inter,polcomm,theory,publicadmin,publicpol,methods,socio
Minnesota,MN,215,USA_06112018_L1,2018,2018,,,76.9642868041992,9,6,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,5,4,4,5,87.5,87.5,,3,3,3,3,4,58.3333320617676,58.3333320617676,,,,3,3,,,,63.3333320617676,,1,5,4,4,2,4,2,4,80,80,,5,2,4,4,5,4,85,85,,4,4,4,2,4,3,3,70,70,,1,5,2,4,4,2,4,4,5,1,65.625,65.625,,4,5,5,,,1,5,,91.25,,1,5,2,4,1,5,5,93.75,93.75,,5,5,5,5,100,100,,7,4,,6,6,5,4,4,,1,0,1,0,0,0,6,2,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,5,8,,5,7,9,,1,5,4,5,2,4,1,5,1,5,1,5,4,5,4,2,2,4,2,4,2,4,1,5,4,2,4,4,2,4,5,5,,1,1,1,0,0,1,0,0,1,0,0
Mississippi,MS,111,USA_06112018_L1,2018,2018,,,54.9489784240723,4,7,,2,4,3,3,5,1,41.6666679382324,41.6666679382324,,4,4,4,,,71.875,,3,3,3,3,3,50,50,,4,2,4,2,,,,38.75,,3,3,4,4,4,2,,,,59.75,,2,4,2,4,2,,,38,,,2,2,4,2,,,,33,,,,3,3,4,2,4,5,,,,60.625,,4,4,4,2,4,2,4,75,75,,2,4,2,4,1,5,4,81.25,81.25,,3,2,3,3,43.75,43.75,,6,1,,1,1,,1,1,,1,0,1,0,0,0,6,1,1,5,0,2,0,0,0,0,0,0,0,1,0,1,1,1,7,8,,4,6,6,,4,2,4,4,4,2,2,4,2,4,2,4,5,5,4,2,5,1,2,4,2,4,2,4,4,5,1,5,2,4,,3,,0,1,0,0,0,0,0,0,0,0,0
Mississippi,MS,111,USA_06112018_L1,2018,2018,,,52.3979568481445,6,4,,5,1,5,1,5,1,0,0,,2,1,4,2,31.25,31.25,,4,2,5,1,1,8.33333301544189,8.33333301544189,,5,1,5,1,1,5,33.3333320617676,33.3333320617676,,1,5,4,4,5,1,1,5,70,70,,5,2,4,4,2,4,70,70,,,5,4,4,2,,,,55,,2,4,2,4,1,4,4,4,4,,,57.03125,,4,4,,,,,,,68.25,,2,4,,,,,4,,79.6875,,,2,4,4,,56.5625,,10,1,,3,2,2,6,6,,1,0,1,0,0,0,6,2,2,5,0,2,0,0,0,0,0,0,0,0,1,0,7,1,,10,,4,0,0,,1,5,4,4,4,2,2,4,,,2,4,5,5,,,2,4,2,4,1,5,1,5,2,2,4,4,2,4,1,1,,1,1,1,0,0,0,0,1,1,1,0
Mississippi,MS,111,USA_06112018_L1,2018,2018,,,63.9030609130859,9,6,,3,3,4,2,4,2,33.3333320617676,33.3333320617676,,4,4,4,4,75,75,,4,2,4,2,3,33.3333320617676,33.3333320617676,,4,2,3,3,2,4,50,50,,2,4,3,3,2,4,,,,65.25,,4,3,3,,3,3,,57.25,,,2,4,2,4,2,4,,59,,1,5,2,4,4,5,4,,4,1,,72.1875,,4,4,4,,,2,4,,74.25,,2,4,2,4,1,5,4,81.25,81.25,,4,4,4,4,75,75,,9,1,,7,6,4,5,7,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,9,,2,7,9,,1,5,5,4,2,4,1,5,2,4,1,5,4,4,4,2,2,4,1,5,1,5,1,5,4,2,4,4,1,5,4,,,0,1,0,0,0,0,0,0,0,0,0
Mississippi,MS,111,USA_06112018_L1,2018,2018,,,72.627555847168,8,8,,3,3,4,2,4,2,33.3333320617676,33.3333320617676,,4,4,4,4,75,75,,4,2,4,2,3,33.3333320617676,33.3333320617676,,4,2,2,4,1,5,66.6666641235352,66.6666641235352,,,,4,4,2,4,1,5,,79.5,,4,,,5,5,,,74.25,,,4,4,2,4,1,5,,70.5,,1,5,1,5,4,5,,5,5,1,,78.75,,5,5,5,,,2,4,,88,,1,5,1,5,1,5,,,91.875,,4,4,4,4,75,75,,9,1,,7,4,4,6,7,,1,0,1,0,0,0,6,2,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,2,7,9,,5,7,9,,1,5,5,5,,,1,5,4,2,2,4,4,5,,,3,3,1,5,1,5,1,5,4,2,4,4,1,5,,,,1,1,0,0,0,0,0,0,0,1,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,58.673469543457,58.673469543457,7,5,,5,1,4,2,4,2,16.6666660308838,16.6666660308838,,4,4,4,4,75,75,,5,1,5,1,1,0,0,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,2,4,4,2,2,4,1,5,70,70,,4,4,2,4,5,2,60,60,,2,2,3,4,2,4,2,30,30,,3,3,2,4,4,4,4,4,4,1,62.5,62.5,,4,5,4,1,5,1,5,90,90,,1,5,1,5,1,5,4,93.75,93.75,,4,4,3,4,68.75,68.75,,6,1,,5,0,1,1,4,,1,0,1,1,0,1,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,2,6,6,,7,4,8,,2,4,3,4,4,2,1,5,5,1,1,5,4,4,4,2,4,2,3,3,1,5,1,5,4,3,3,4,1,5,4,5,,0,0,0,0,0,1,0,0,0,0,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,54.5918350219727,54.5918350219727,7,5,,5,1,5,1,4,2,8.33333301544189,8.33333301544189,,4,3,4,4,68.75,68.75,,5,1,5,1,1,0,0,,3,3,3,3,3,3,50,50,,1,5,3,3,2,4,1,5,75,75,,3,3,3,3,3,3,50,50,,1,2,3,4,2,3,3,30,30,,2,4,2,4,4,3,4,4,4,2,65.625,65.625,,4,4,4,2,4,2,4,75,75,,2,4,1,5,1,5,4,87.5,87.5,,3,3,3,3,50,50,,7,3,,6,3,1,1,6,,1,0,1,0,0,0,5,3,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,2,7,9,,5,7,9,,2,4,4,4,,,2,4,5,1,2,4,4,4,4,2,,,2,4,2,4,1,5,4,2,4,3,2,4,4,,,1,0,0,1,0,0,0,0,0,0,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,42.3469390869141,42.3469390869141,5,4,,5,1,3,3,4,2,25,25,,2,4,3,4,56.25,56.25,,5,1,4,2,1,8.33333301544189,8.33333301544189,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,3,3,3,4,3,3,2,4,60,60,,2,5,1,1,2,2,15,15,,4,1,1,4,2,4,2,25,25,,2,4,2,4,1,1,4,4,5,1,50,50,,2,3,3,3,3,3,3,45,45,,2,4,2,4,1,5,3,75,75,,2,4,3,4,56.25,56.25,,9,3,,5,5,1,2,5,,2,0,1,0,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,1,0,1,3,3,8,7,,6,6,7,,3,3,4,4,4,2,2,4,5,1,4,2,2,4,5,1,4,2,3,3,2,4,1,5,2,4,2,2,1,5,4,4,,1,1,0,1,0,0,1,0,0,1,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,76.9387741088867,9,5,,2,4,2,4,4,2,58.3333320617676,58.3333320617676,,4,5,5,5,93.75,93.75,,1,5,1,5,3,83.3333358764648,83.3333358764648,,2,4,4,2,4,2,41.6666679382324,41.6666679382324,,1,5,5,5,2,4,1,5,95,95,,2,2,4,4,2,1,40,40,,,5,5,1,5,1,5,,90,,1,5,3,3,5,5,5,5,4,,,80,,,4,4,,,,,,76,,1,5,1,5,1,5,4,93.75,93.75,,4,5,4,4,81.25,81.25,,9,1,,4,4,4,7,6,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,2,5,3,4,,2,7,7,,1,5,5,4,2,4,3,3,1,5,2,4,4,4,2,4,,,2,4,2,4,3,3,3,1,5,5,1,5,5,,,1,1,0,0,0,0,0,0,1,1,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,87.2448959350586,10,9,,1,5,2,4,1,5,91.6666641235352,91.6666641235352,,5,5,5,5,100,100,,2,4,3,3,4,66.6666641235352,66.6666641235352,,2,4,1,5,4,2,66.6666641235352,66.6666641235352,,1,5,5,5,1,5,1,5,100,100,,5,2,4,5,5,3,85,85,,,5,4,2,4,1,5,,84.75,,1,5,2,4,5,5,4,4,4,2,78.125,78.125,,5,5,5,,,,,,90.25,,1,5,1,5,1,5,4,93.75,93.75,,5,5,5,5,100,100,,10,1,,9,9,9,9,9,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,2,8,2,10,,2,8,9,,1,5,4,5,1,5,1,5,1,5,1,5,5,5,3,3,2,4,1,5,1,5,1,5,5,1,5,5,1,5,4,5,,1,1,1,0,0,1,0,0,0,1,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,78.673469543457,10,9,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,5,5,5,5,100,100,,4,2,5,1,4,33.3333320617676,33.3333320617676,,5,1,2,4,2,4,50,50,,1,5,5,5,1,5,1,5,100,100,,5,2,4,4,5,3,80,80,,2,5,3,1,5,1,5,75,75,,1,5,1,5,4,5,4,4,4,1,75,75,,5,5,5,,,,,,91,,2,4,2,4,1,5,5,87.5,87.5,,5,5,5,5,100,100,,8,3,,9,8,7,6,9,,1,0,1,0,0,0,6,2,2,5,0,3,0,0,0,0,0,0,0,1,0,1,1,3,6,9,,1,9,9,,1,5,5,5,2,4,1,5,4,2,1,5,4,5,3,3,2,4,1,5,1,5,1,5,5,1,5,4,1,5,,,,1,0,0,1,0,0,0,0,0,1,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,57.5,8,4,,5,1,4,2,3,3,25,25,,4,4,4,4,75,75,,5,1,5,1,2,8.33333301544189,8.33333301544189,,,,,,,,,51.6666679382324,,,,4,4,,,,,,80.5,,,,,,,,,60,,,,2,5,1,,,,40.75,,,,2,4,4,1,,5,,,,63.28125,,,5,4,,,,,,78.75,,2,4,,,,,4,,76.5625,,4,1,1,4,37.5,37.5,,7,5,,6,5,6,5,7,,1,0,1,1,1,1,6,3,1,5,1,5,0,0,0,0,0,0,0,1,0,1,1,6,5,8,,5,8,9,,2,4,4,4,,,,,2,4,,,2,5,,,,,,,2,4,1,5,4,2,4,2,1,5,4,,,0,1,0,1,0,0,1,0,1,0,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,66.1989822387695,9,8,,3,3,4,2,3,3,41.6666679382324,41.6666679382324,,4,4,4,4,75,75,,4,2,5,1,2,16.6666660308838,16.6666660308838,,2,4,2,4,2,4,75,75,,2,4,4,4,1,5,2,4,80,80,,4,2,4,4,4,3,70,70,,,4,4,3,3,,,,60.75,,2,4,2,4,4,4,,4,3,,,65.3125,,4,4,4,,,2,4,,73.5,,2,4,2,4,1,5,4,81.25,81.25,,4,3,4,4,68.75,68.75,,9,3,,7,6,6,6,6,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,7,9,,5,7,8,,1,5,5,5,2,4,1,5,4,2,1,5,4,4,2,4,3,3,2,4,2,4,1,5,4,2,4,4,1,5,5,5,,1,1,1,0,0,0,0,0,0,0,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,69.0561218261719,9,8,,3,3,2,4,2,4,66.6666641235352,66.6666641235352,,4,4,4,4,75,75,,2,4,3,3,3,58.3333320617676,58.3333320617676,,2,4,2,4,1,5,83.3333358764648,83.3333358764648,,2,4,4,4,2,4,1,5,80,80,,4,,,4,4,,,66.75,,,4,,3,3,4,2,,50.75,,3,3,2,4,4,5,4,,2,2,,62.03125,,4,4,4,2,4,2,4,75,75,,2,4,3,3,1,5,4,75,75,,4,4,4,4,75,75,,8,1,,7,6,5,7,8,,1,0,1,0,0,0,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,5,10,,2,7,9,,1,5,4,4,5,1,1,5,3,3,2,4,4,4,4,2,,,3,3,2,4,2,4,4,2,4,3,2,4,4,4,,1,0,0,1,0,0,0,0,0,1,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,63.7755088806152,63.7755088806152,8,8,,3,3,4,2,2,4,50,50,,4,4,4,4,75,75,,4,2,4,2,3,33.3333320617676,33.3333320617676,,3,3,3,3,3,3,50,50,,2,4,4,4,2,4,2,4,75,75,,4,3,3,4,4,3,65,65,,3,4,2,2,4,3,3,55,55,,2,4,2,4,4,4,2,4,4,1,59.375,59.375,,4,4,4,3,3,3,3,65,65,,1,5,1,5,1,5,3,87.5,87.5,,4,4,4,4,75,75,,10,1,,7,6,,6,7,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,0,1,0,1,2,,3,3,,7,2,6,,2,4,4,4,3,3,1,5,2,4,1,5,4,4,3,3,2,4,1,5,2,4,1,5,4,2,4,4,1,5,5,5,,1,1,0,0,0,0,0,0,0,0,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,,,8,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,4,4,4,5,81.25,81.25,,4,2,4,2,2,25,25,,,,,,,,,100,,2,4,4,4,2,4,2,4,75,75,,2,4,2,4,2,,,100,,2,2,4,3,3,3,3,45,45,,2,4,,,4,4,4,4,4,,,100,,4,4,4,,,,,,100,,2,4,2,4,2,4,4,75,75,,4,4,4,4,75,75,,,1,,6,7,7,7,7,,3,0,1,0,0,0,6,6,1,5,0,4,0,0,0,0,0,0,0,0,1,1,4,,2,10,,4,5,6,,1,5,5,5,,,,,1,5,2,4,5,4,3,3,,,,,2,4,2,4,,2,4,4,1,5,4,,,0,0,0,1,1,0,1,0,0,0,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,38.5969390869141,3,2,,4,2,4,2,4,2,25,25,,2,2,2,3,31.25,31.25,,5,1,5,1,1,0,0,,,,,,,,,54.5833320617676,,2,4,4,2,3,3,3,3,55,55,,2,4,2,2,2,2,25,25,,4,4,1,5,1,4,2,35,35,,3,3,2,4,1,4,1,1,5,1,37.5,37.5,,4,2,4,,,,,,65.5,,1,5,2,4,1,5,3,81.25,81.25,,1,1,1,1,0,0,,10,3,,3,0,0,3,1,,1,1,1,0,0,0,6,4,2,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,7,10,,8,8,7,,2,4,3,3,5,1,1,5,3,3,,,2,2,4,2,4,2,2,4,2,4,1,5,4,4,2,4,1,5,4,1,,1,0,0,1,0,0,0,0,0,0,0
Missouri,MO,216,USA_06112018_L1,2018,2018,,,61.5561180114746,9,8,,3,3,4,2,3,3,41.6666679382324,41.6666679382324,,4,3,4,4,68.75,68.75,,5,1,4,2,2,16.6666660308838,16.6666660308838,,4,2,3,3,3,3,41.6666679382324,41.6666679382324,,2,4,4,4,2,4,1,5,80,80,,4,3,3,4,4,2,60,60,,,4,3,3,3,4,2,,48.25,,2,4,2,4,3,4,2,4,4,2,59.375,59.375,,4,5,5,2,4,2,4,85,85,,2,4,2,4,1,5,4,81.25,81.25,,2,3,5,5,68.75,68.75,,9,1,,8,5,4,4,8,,1,0,1,0,0,0,6,4,1,5,0,4,0,0,0,0,0,0,1,1,0,1,1,3,7,9,,3,8,9,,1,5,4,4,2,4,1,5,4,2,2,4,4,5,4,2,3,3,,,2,4,1,5,4,1,5,4,1,5,4,4,,1,1,0,0,0,0,0,0,0,1,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,67.7295913696289,9,8,,4,2,4,2,4,2,25,25,,4,4,5,5,87.5,87.5,,4,2,4,2,2,25,25,,,,,,,,,66.6666641235352,,2,4,5,5,2,4,1,5,90,90,,2,2,4,4,4,2,55,55,,,3,1,2,4,2,4,,49.25,,1,5,,,4,4,5,,4,1,,71.5625,,5,4,5,2,4,2,4,85,85,,2,4,2,4,1,5,4,81.25,81.25,,5,4,4,4,81.25,81.25,,9,6,,8,8,5,6,8,,1,1,1,1,0,0,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,1,7,8,,5,1,2,,1,5,5,5,4,2,1,5,2,4,1,5,4,5,4,2,2,4,1,5,2,4,1,5,4,2,4,4,2,4,5,,,0,0,0,0,0,0,1,1,1,0,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,67.5255126953125,8,4,,3,3,3,3,4,2,41.6666679382324,41.6666679382324,,5,5,5,,,95.9375,,,,,,,,31.25,,,,,,,,,67.0833358764648,,5,1,5,2,2,4,,,,59,,4,1,5,,4,,,72.5,,,4,1,5,1,,,,41.75,,,,,,5,5,5,5,,1,,81.40625,,5,2,3,,,,,,65.25,,2,4,1,5,1,5,,,90.3125,,3,5,4,4,75,75,,7,1,,6,3,2,5,4,,1,0,1,0,0,0,6,6,1,5,1,4,0,0,0,0,0,0,0,1,0,1,1,3,6,5,,6,8,9,,3,3,3,4,,,2,4,1,5,,,4,2,5,1,,,,,2,4,1,5,,4,2,5,,,4,,,0,1,0,0,0,0,0,0,0,0,0
Montana,MT,112,USA_06112018_L1,2018,2018,,51.5306129455566,51.5306129455566,5,5,,4,2,4,2,1,5,50,50,,4,4,4,4,75,75,,4,2,4,2,1,16.6666660308838,16.6666660308838,,3,3,3,3,3,3,50,50,,4,2,4,4,2,4,1,5,70,70,,2,2,4,4,3,1,45,45,,1,1,3,3,3,4,2,25,25,,2,4,4,2,4,4,4,4,4,1,59.375,59.375,,3,3,3,3,3,3,3,50,50,,3,3,1,5,3,3,3,62.5,62.5,,3,3,3,3,50,50,,10,5,,4,4,4,4,4,,1,0,1,0,0,0,6,5,1,5,0,4,0,0,0,0,0,0,0,1,0,1,2,5,3,10,,4,4,0,,3,3,3,3,3,3,3,3,3,3,1,5,3,3,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,,1,1,1,0,0,0,0,1,1,0,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,68.5459213256836,7,7,,3,3,3,3,2,4,58.3333320617676,58.3333320617676,,4,4,2,4,62.5,62.5,,2,4,3,3,,,51.25,,2,4,2,4,2,4,75,75,,2,4,4,4,2,4,2,4,75,75,,3,3,3,4,4,3,60,60,,4,4,4,2,4,2,4,75,75,,1,5,1,5,4,5,5,5,5,1,84.375,84.375,,4,4,4,,,2,4,,76,,2,4,2,4,2,4,4,75,75,,2,4,2,2,37.5,37.5,,8,1,,8,7,6,5,6,,1,1,1,0,0,0,6,5,2,5,0,4,0,0,0,0,0,0,0,1,0,1,1,3,7,10,,5,5,9,,2,4,4,5,3,3,1,5,1,5,4,2,2,4,2,4,1,5,1,5,2,4,1,5,4,3,3,3,2,4,3,2,,0,0,0,0,1,0,0,0,0,0,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,74.2857208251953,10,7,,4,2,4,2,3,3,33.3333320617676,33.3333320617676,,5,5,5,5,100,100,,4,2,4,2,3,33.3333320617676,33.3333320617676,,,,,,,,,63.75,,2,4,4,4,,,,,,80,,5,2,4,4,4,,,74.75,,4,4,4,3,3,4,2,60,60,,,,,,5,4,5,5,5,,,81.71875,,5,5,5,,,2,4,,91.25,,,,,,2,4,5,,72.5,,5,5,4,5,93.75,93.75,,10,4,,8,6,6,8,8,,1,0,0,1,0,0,5,5,1,4,0,4,0,0,0,1,0,0,0,1,0,1,1,3,5,10,,5,8,9,,1,5,5,5,2,4,1,5,2,4,2,4,4,5,,,2,4,1,5,2,4,1,5,5,2,4,5,,,5,,,1,1,1,0,0,1,0,0,1,0,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,61.326530456543,9,7,,4,2,4,2,4,2,25,25,,4,4,2,4,62.5,62.5,,4,2,4,2,2,25,25,,4,2,2,4,2,4,58.3333320617676,58.3333320617676,,,,4,2,1,5,1,5,,75.5,,4,2,4,4,4,2,65,65,,2,2,2,5,1,2,4,30,30,,1,5,1,5,4,4,4,,4,2,,75.3125,,4,4,4,2,4,2,4,75,75,,4,2,2,4,1,5,5,75,75,,4,4,4,4,75,75,,10,3,,9,7,5,3,7,,1,0,0,0,0,1,7,2,2,5,1,5,0,0,0,0,0,0,0,1,0,1,1,2,7,5,,5,7,9,,1,5,5,4,5,1,1,5,5,1,1,5,4,4,5,1,5,1,4,2,4,2,1,5,4,4,2,4,1,5,4,4,,0,0,1,0,0,0,1,0,0,0,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,72.6020431518555,10,7,,5,1,5,1,2,4,25,25,,3,4,,5,,77.5,,2,4,2,4,2,58.3333320617676,58.3333320617676,,,,,,,,,68.3333358764648,,,,5,5,1,5,1,5,,96.25,,3,4,2,5,4,,,55.75,,,,,4,2,,,,58.75,,1,5,,,5,5,5,5,5,1,,85.78125,,5,2,5,,,,,,75.5,,4,2,1,5,1,5,5,81.25,81.25,,5,5,5,3,87.5,87.5,,10,1,,9,9,9,7,8,,1,0,1,0,0,0,6,3,1,5,0,1,0,0,0,0,0,0,0,1,0,1,6,4,4,10,,7,9,9,,1,5,5,5,1,5,1,5,1,5,1,5,5,4,4,2,1,5,1,5,5,1,1,5,4,1,5,4,1,5,,5,,1,1,1,0,0,1,0,0,0,1,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,61.4540786743164,7,3,,3,3,4,2,4,2,33.3333320617676,33.3333320617676,,4,4,5,5,87.5,87.5,,3,3,3,3,3,50,50,,,,2,4,,,,74.5833358764648,,2,4,4,3,2,4,,,,71.75,,3,3,3,2,3,,,44.75,,3,3,2,3,3,,,,46,,,,2,4,4,3,5,,,,,68.90625,,4,2,4,,,,,,64.5,,2,4,2,4,2,4,,,75.3125,,3,3,3,3,50,50,,8,6,,6,4,4,3,5,,1,0,1,0,0,0,6,2,2,5,0,4,0,0,0,0,0,0,0,0,1,1,4,2,5,5,,4,4,4,,2,4,3,4,4,2,2,4,3,3,,,3,2,3,3,4,2,2,4,2,4,2,4,3,3,3,3,,,,4,,1,1,1,0,0,0,0,1,1,1,0
Montana,MT,112,USA_06112018_L1,2018,2018,,,63.2653045654297,10,4,,2,4,2,4,2,4,75,75,,4,4,5,4,81.25,81.25,,4,2,4,2,2,25,25,,2,4,2,4,1,5,83.3333358764648,83.3333358764648,,4,2,2,2,2,4,2,4,45,45,,3,2,4,4,4,2,60,60,,2,2,1,4,2,2,4,30,30,,2,4,2,4,4,5,5,4,4,1,71.875,71.875,,5,3,5,,,2,4,,80,,2,4,4,2,1,5,4,68.75,68.75,,4,4,4,4,75,75,,9,1,,7,5,4,8,8,,1,0,1,0,0,0,6,3,1,5,0,3,0,0,0,0,0,0,0,1,0,1,1,2,7,9,,8,7,9,,1,5,5,5,2,4,1,5,2,4,2,4,3,4,4,2,,,4,2,1,5,1,5,4,1,5,4,1,5,4,4,,1,1,1,0,0,0,0,0,1,0,0
Nebraska,NE,217,USA_06112018_L1,2018,2018,,,69.0561218261719,10,8,,3,3,2,4,2,4,66.6666641235352,66.6666641235352,,5,5,5,5,100,100,,4,2,4,2,2,25,25,,,,,,,,,63.3333320617676,,2,4,4,4,1,5,1,5,85,85,,4,,,4,4,,,65.25,,,,,4,2,,,,46.25,,,,,,4,4,4,4,4,2,,69.6875,,4,4,4,2,4,2,4,75,75,,2,4,2,4,2,4,,,75.9375,,4,4,4,4,75,75,,3,6,,6,6,6,6,6,,1,0,1,0,0,0,6,2,1,5,0,2,0,0,0,0,0,0,0,1,0,1,3,3,8,10,,2,4,9,,2,4,4,4,,,,,5,1,,,3,4,4,2,,,,,2,4,1,5,,2,4,4,2,4,4,,,1,0,0,1,1,0,0,0,0,0,0
Nebraska,NE,217,USA_06112018_L1,2018,2018,,,60.2040824890137,10,7,,3,3,3,3,4,2,41.6666679382324,41.6666679382324,,4,4,4,4,75,75,,4,2,3,3,2,33.3333320617676,33.3333320617676,,,,,,,,,52.0833320617676,,2,4,4,4,4,2,2,4,65,65,,,,,,,,,58.75,,4,4,2,4,2,2,4,55,55,,2,4,2,4,2,4,2,2,,2,,50.15625,,4,4,4,,,2,4,,74.75,,2,4,2,4,2,4,4,75,75,,4,4,4,4,75,75,,7,1,,5,2,3,6,8,,1,0,1,0,0,0,6,2,2,5,0,3,0,0,0,0,0,0,0,1,0,1,1,3,7,8,,6,9,9,,2,4,4,4,2,4,2,4,3,3,2,4,2,4,,,4,2,2,4,2,4,2,4,4,4,2,4,2,4,4,,,0,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,217,USA_06112018_L1,2018,2018,,,64.8214263916016,9,7,,4,2,4,2,2,4,41.6666679382324,41.6666679382324,,4,4,4,4,75,75,,4,2,4,2,2,25,25,,,,,,,,,52.0833320617676,,,,3,3,2,4,2,4,,65.75,,4,,,4,4,3,,66.5,,4,3,,2,4,2,4,,66.75,,2,4,2,4,4,4,4,4,4,2,68.75,68.75,,,4,4,,,,,,78,,2,4,2,4,2,4,,,77.5,,3,4,4,4,68.75,68.75,,3,3,,8,6,7,8,9,,1,0,1,0,0,0,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,4,6,10,,4,6,9,,1,5,4,,2,4,2,4,3,3,2,4,4,4,3,3,2,4,2,4,2,4,1,5,5,2,4,4,1,5,4,,,1,1,0,0,0,1,0,0,0,0,0
Nebraska,NE,217,USA_06112018_L1,2018,2018,,,60.561222076416,8,7,,5,1,5,1,2,4,25,25,,5,2,4,5,75,75,,3,3,3,3,3,50,50,,,,,,,,,52.9166641235352,,5,1,2,2,1,5,1,5,50,50,,2,5,1,1,2,,,19.25,,1,,2,4,2,,,,30,,1,5,1,5,2,5,5,,5,1,,73.90625,,5,5,5,1,5,1,5,100,100,,1,5,1,5,1,5,5,100,100,,5,2,,5,,74.0625,,9,3,,5,5,6,5,9,,1,0,1,0,0,0,6,3,1,5,0,4,0,0,0,0,0,0,0,1,0,1,1,1,7,10,,6,8,3,,1,5,5,5,1,5,1,5,5,1,1,5,5,5,,,,,,,1,5,1,5,5,1,5,,1,5,5,,,1,1,1,0,0,0,0,0,0,1,0
